Phylum,Class,Order,Family,Genus,Species,Subspecies,Authority,Year,ID,State,County,Cave,TypeLoc,Lat,Lon,Notes,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Bransfords Cave,,37.9897,-80.4697,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Buckeye Creek Cave,,37.9761,-80.3997,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Clutetown Cave,,37.9743,-80.4042,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Coffman Cave,,37.9183,-80.4158,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Fox Cave,,38.0364,-80.3142,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Friars Hole System,,38.0622,-80.3383,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Higginbothams Cave,y,37.9319,-80.4083,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Matts Black Cave,,37.9675,-80.3800,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,McClung Cave,,37.8811,-80.3903,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Nellies Cave,,37.9779,-80.4039,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Piercys Cave,,37.8439,-80.5797,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Pollock Cave,,37.7722,-80.6097,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Poorfarm Cave,,37.9633,-80.4636,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Greenbrier,Upper Buckeye Creek Cave,,37.9736,-80.3999,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Pocahontas,Clyde Cochrane Sinks,,38.0981,-80.2933,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Pocahontas,Martens Cave,,38.1344,-80.2758,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Pocahontas,Poor Farm Cave,,38.1231,-80.2214,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,higginbothami,,,,,WV,Pocahontas,Tub Cave,,38.2147,-80.1566,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hirsutus,,Valentine,1931,27,VA,Lee,Gap Cave System,,36.6131,-83.6500,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hirsutus,,Valentine,1931,27,VA,Lee,Gap Cave System,,36.6131,-83.6500,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hirsutus,,Valentine,1931,27,VA,Lee,Indian Cave,,36.6153,-83.6442,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Bland,Byrds Water Cave,,37.0544,-81.1316,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Bland,Coon Cave,,37.1069,-80.9996,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Bland,Hamilton Cave,,37.1406,-80.8864,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Bland,Newberry-Bane Cave,,37.1139,-80.9819,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Bland,Repass Saltpetre Cave,,37.0546,-81.2145,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Giles,Salamander Cave,,37.1567,-80.8522,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Smyth,Beaver Creek Cave,,36.8939,-81.6822,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Smyth,Buchanan Saltpetre Cave,,36.9097,-81.5772,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Smyth,Marble Cave,,36.9100,-81.5792,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Smyth,Walkers Cave,,36.8822,-81.7244,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hoffmani,,Barr,1965,28,VA,Washington,Quarry No. 1 Cave,,36.8467,-81.7661,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,holsingeri,,Barr,1965,29,VA,Lee,Young-Fugate Cave,,36.6017,-83.5950,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hortulanus,,Barr,1965,30,VA,Tazewell,Cassell Farm Cave No. 2,,37.0942,-81.3803,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hubbardi,,(Barber),1928,31,VA,Page,Luray Caverns,,38.6644,-78.4847,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hubrichti,,Valentine,1948,32,VA,Russell,Daugherty Cave,,36.9340,-82.0610,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Blue Springs Cave,,38.1600,-80.1849,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Bolling Cave,,38.0981,-80.2494,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Cass Cave,,38.3997,-79.9469,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Clyde Cochrane Sinks,,38.0981,-80.2933,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Dreen Cave,,38.4731,-80.1139,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Friels Cave,,38.2078,-80.1528,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Grimes Cave,,38.4586,-79.8983,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Hughes Creek Cave,,38.1306,-80.2544,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Linwood Cave,,38.4178,-80.0450,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Lobelia Saltpetre Cave,,38.1349,-80.2801,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Martens Cave,,38.1344,-80.2758,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Marthas Cave,y,38.1268,-80.2484,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,My Cave,,38.4833,-80.0769,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Piddling Pit,,38.3417,-80.0261,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Pocahontas,Tub Cave,,38.2147,-80.1566,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Randolph,Crawford Cave No. 1 ,,38.5108,-80.0794,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Randolph,Devils Kitchen Cave,,38.4869,-80.0125,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,hypertrichosis,,,,,WV,Randolph,Simmons-Mingo  Cave,,38.4833,-80.0769,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,intersectus,,Barr,1965,33,VA,Bath,Crossroads Cave,,38.0528,-79.6917,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,intersectus,,Barr,1965,33,VA,Bath,Williams Cave,,38.0939,-79.6542,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,krekeleri,,,,,WV,Randolph,Rich Mountain Cave,,38.9258,-79.9150,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,lallemanti,,,,,WV,Greenbrier,General Davis Cave,y,37.7567,-80.5533,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,limicola,,Jeannel,1931,34,VA,Rockingham,Bakers Cave,,38.6524,-78.7196,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,limicola,,Jeannel,1931,34,VA,Shenandoah,Maddens Cave,,38.6683,-78.7075,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,limicola,,Jeannel,1931,34,VA,Shenandoah,Shenandoah Caverns,,38.7128,-78.6692,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,limicola,,Jeannel,1931,34,VA,Shenandoah,Shenandoah Wild Cave,,38.7167,-78.6683,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,longiceps,,Barr,1981,35,VA,Lee,Fisher Cave,,36.6228,-83.0611,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,montanus,,,,,WV,Tucker,Bennett Cave,y,39.0119,-79.5094,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,montanus,,,,,WV,Tucker,Cave Hollow-Arbegast Cave,,39.0142,-79.5781,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,montanus,,,,,WV,Tucker,Lambert Cave,,39.0100,-79.5125,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,nelsoni,,Barr,1965,36,VA,Alleghany,Blue Spring Cave,,37.6886,-79.9958,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,orthosulcatus,,,,,WV,Monroe,Greenville Saltpetre Cave,y,37.5463,-80.6814,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,orthosulcatus,,,,,WV,Monroe,Indian Draft Cave,,37.5825,-80.6886,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,orthosulcatus,,,,,WV,Monroe,Laurel Creek Cave,,37.5594,-80.6650,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,parvicollis,,Jeannel,1931,37,VA,Frederick,Ogdens Cave,,39.0450,-78.3178,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,parvicollis,,Jeannel,1931,37,VA,Shenandoah,Crystal Caverns at Hupps Hill,,39.0003,-78.3492,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,petrunkevitchi,,Valentine,1945,38,VA,Page,Woods Cave,,38.7550,-78.4094,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,petrunkevitchi,,Valentine,1945,38,VA,Warren,Allens Cave,,38.8986,-78.2194,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,petrunkevitchi,,Valentine,1945,38,VA,Warren,Skyline Caverns,,38.8997,-78.2167,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pontis,,Barr,1965,39,VA,Rockbridge,Buck Hill Cave,,37.6336,-79.5394,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,potamaca,,Valentine,1932,40,VA,Bath,Little Mountain Cave,,38.1364,-79.7767,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,potamaca,,Valentine,1932,40,VA,Bath,Starr Chapel Saltpetre Cave,,38.1708,-79.7550,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,potamaca,,Valentine,1932,40,VA,Highland,Vandevander Cave,,38.4676,-79.5184,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,potomaca,,Valentine,1932,,WV,Pendleton,Kenny Simmons Cave,y,38.5483,-79.4481,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,praetermissus,,Barr,1981,41,VA,Scott,Kerns No. 1 Cave,,36.7889,-82.6592,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,punctatus,,Valentine,1931,42,VA,Giles,Clover Hollow Cave,,37.3572,-80.4606,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,punctatus,,Valentine,1931,42,VA,Giles,Smokehole Cave,,37.3139,-80.5092,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,punctatus,,Valentine,1931,42,VA,Giles,Spruce Run Mountain Cave,,37.2978,-80.5342,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,punctatus,,Valentine,1931,42,VA,Giles,Stay High Cave,,37.3442,-80.4614,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,punctatus,,Valentine,1931,42,VA,Giles,Tawneys Cave,,37.3125,-80.5117,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Montgomery,Agnews Cave,,37.2485,-80.3642,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Montgomery,Aunt Nellies Hole,,37.2118,-80.3837,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Montgomery,Erhart Cave,,37.1997,-80.3683,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Montgomery,Fred Bulls Cave,,37.2858,-80.3852,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Montgomery,Mill Creek Cave,,37.2794,-80.3532,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Montgomery,Old Mill Cave,,37.2647,-80.3411,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Montgomery,Slussers Chapel Cave,,37.2878,-80.3736,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Montgomery,Thornhill Cave,,37.2511,-80.3789,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Roanoke,Goodwins Cave,,37.2359,-80.1317,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Roanoke,New Dixie Cave,,37.2531,-80.1783,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,pusio,,(Horn),1868,43,VA,Roanoke,Smith No. 1 Cave,,37.3495,-80.2059,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,quadratus,,Barr,1965,44,VA,Giles,Straleys No. 1 Cave,,37.2599,-80.6492,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,quadratus,,Barr,1965,44,VA,Giles,Sugar Run Cave System,,37.2410,-80.7831,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,rotundatus,,Valentine,1932,45,VA,Lee,Elys Moonshine Cave,,36.6803,-83.2678,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,rotundatus,,Valentine,1932,45,VA,Lee,Smith Cave,,36.6419,-83.2511,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,rotundatus,,Valentine,1932,45,VA,Lee,Sweet Potato Cave,,36.6394,-83.2528,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,sanctipauli,,Barr,1981,46,VA,Russell,Banners Corner Cave,,36.8714,-82.2986,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,sanctipauli,,Barr,1981,46,VA,Scott,Greears Sweet Potato Cave,,36.8175,-82.5217,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,seclusus,,Barr,1981,47,VA,Scott,Alley Cave,,36.7139,-82.7275,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,seclusus,,Barr,1981,47,VA,Scott,Cox Ram Pump Cave,,36.7342,-82.7181,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,seclusus,,Barr,1981,47,VA,Scott,Flannery Cave,,36.7078,-82.7250,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,seclusus,,Barr,1981,47,VA,Scott,Hill Cave,,36.7678,-82.7233,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,seclusus,,Barr,1981,47,VA,Scott,Kerns No. 1 Cave,,36.7889,-82.6592,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,seclusus,,Barr,1981,47,VA,Scott,McDavids Cave,,36.7156,-82.7081,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,seclusus,,Barr,1981,47,VA,Scott,Pond Cave,,36.7503,-82.7008,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,seclusus,,Barr,1981,47,VA,Scott,Queens Cave,,36.8192,-82.5286,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,senecae,,,,,WV,Pendleton,Nameless Cave,,38.7467,-79.3908,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,senecae,,,,,WV,Pendleton,Seneca Caverns ,y,38.7603,-79.3900,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,senecae,,,,,WV,Pendleton,Stratosphere Balloon Cave,,38.7633,-79.3917,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,sericus,,Barr,1981,48,VA,Scott,Lane Cave,,36.6633,-82.6128,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,thomasi,,Barr,1981,49,VA,Scott,Blair-Collins Cave,,36.6742,-82.5575,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,thomasi,,Barr,1981,49,VA,Scott,Coley No. 2 Cave,,36.6619,-82.6011,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,vicarius,,Barr,1965,50,VA,Tazewell,Bowens Cave,,37.0234,-81.6833,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,vicarius,,Barr,1965,50,VA,Tazewell,Cauliflower Cave,,37.0278,-81.6019,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,vicarius,,Barr,1965,50,VA,Tazewell,Fallen Rock Cave,,37.0081,-81.6839,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,vicarius,,Barr,1965,50,VA,Tazewell,Gully Cave,,37.0461,-81.6506,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,vicarius,,Barr,1965,50,VA,Tazewell,Hugh Young Cave,,37.0236,-81.6794,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,vicarius,,Barr,1965,50,VA,Tazewell,Lost Mill No. 3 Cave,,37.0503,-81.6521,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,vicarius,,Barr,1965,50,VA,Tazewell,Martins Cave,,36.9928,-81.7822,,
Arthropoda,Insecta,Coleoptera,Carabidae,Pseudanophthalmus,virginicus,,(Barr),1960,51,VA,Tazewell,Hugh Young Cave,,37.0236,-81.6794,,
Arthropoda,Insecta,Coleoptera,Pselaphidae,Arianops,jeanneli,,Park,1956,52,VA,Lee,Gilley Cave,,36.7503,-83.0208,,
Arthropoda,Insecta,Coleoptera,Staphylinidae,Batriasymmodes,parki,,,,,WV,Mercer,Neely Farm Cave,y,37.4114,-81.0128,,
Arthropoda,Insecta,Diptera,Sphaeroceridae,Spelobia,tenebrarum,,(Aldrich),1897,81,VA,Lee,Molly Wagle Cave,,36.6744,-83.1436,,
Arthropoda,Insecta,Diptera,Sphaeroceridae,Spelobia,tenebrarum,,(Aldrich),1897,81,VA,Lee,Sweet Potato Cave,,36.6394,-83.2528,,
Arthropoda,Insecta,Diptera,Sphaeroceridae,Spelobia,tenebrarum,,(Aldrich),1897,,WV,Berkeley,John Browns Cave,,39.3339,-77.7576,,
Arthropoda,Insecta,Diptera,Sphaeroceridae,Spelobia,tenebrarum,,(Aldrich),1897,,WV,Greenbrier,Higginbothams Cave,,37.9319,-80.4083,,
Arthropoda,Insecta,Diptera,Sphaeroceridae,Spelobia,tenebrarum,,(Aldrich),1897,,WV,Greenbrier,Nellies Cave,,37.9779,-80.4039,,
Arthropoda,Insecta,Diptera,Sphaeroceridae,Spelobia,tenebrarum,,(Aldrich),1897,,WV,Greenbrier,Organ Cave,,37.7183,-80.4369,,
Arthropoda,Insecta,Diptera,Sphaeroceridae,Spelobia,tenebrarum,,(Aldrich),1897,,WV,Greenbrier,Rapps Cave,,37.9789,-80.3967,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Bactrurus,angulus,,Koeneman & Holsinger,2001,2,VA,Lee,Gap Cave System,,36.6131,-83.6500,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Baileys Cave,,36.7729,-82.8851,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Barney Cave,,36.7338,-83.0169,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Bowling Cave,,36.7236,-83.0753,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Burial Cave,,36.6442,-83.3819,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Cave Springs Cave,,36.8031,-82.9189,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Cavin Cave,,36.5986,-83.4336,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Cedar Hill Cave,,36.6666,-83.2376,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Chances Cave,,36.6439,-83.2375,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Combs No. 1 Cave,,36.6317,-83.1106,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Cope Cave,,36.6636,-83.2431,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Crouse Cave,,36.6928,-83.2978,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Flannery Bridge Springs ,,36.6424,-83.2013,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Frazier Cave,,36.6708,-83.2289,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Gallohan No. 1 Cave,,36.6269,-83.2572,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Gallohan No. 2 Cave,,36.6258,-83.2550,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Gap Cave System,,36.6131,-83.6500,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Gap Cave System,,36.6131,-83.6500,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Garretts Cave,,36.6595,-83.3213,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Gibson No. 1 Cave,,36.6903,-83.1281,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Gibson-Frazier Cave,,36.6428,-83.2439,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Gilliam Cave,,36.6461,-83.2586,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Glen Olingers Cave,,36.6130,-82.9930,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Golf Course No. 1 Cave,,36.6536,-83.1886,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Golf Course No. 2 Cave,,36.6556,-83.1883,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Gregorys Cave,,36.6384,-83.2699,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Hamblin School Cave,,36.6630,-83.1933,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Indian Burial Cave,,36.6342,-83.5189,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Jones Saltpetre Cave,,36.6156,-83.4508,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Knapper Cave,,36.6749,-83.3048,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Lesters Cave,,36.6217,-83.2842,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Litton No. 1 Cave,,36.7014,-82.9931,,
Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,antennatus,,Packard,1881,14,VA,Lee,Long  Cave,,36.6367,-83.3864,,
