Phylum,Class,Order,Family,Genus,Species,Subspecies,Authority,Year,ID,State,County,Cave,TypeLoc,Lat,Lon,Notes,
Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,Spelaedrilus,multiporus,,Cook,1975,22,VA,Russell,Smiths Cave,y,36.8569,-82.1039,,
Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,Stylodrilus,beattiei,,Cook,1975,47,VA,Tazewell,Steeles Cave,,37.1178,-81.4950,,
Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,Stylodrilus,beattiei,,Cook,1975,,WV,Greenbrier,Court Street Cave,,37.8081,-80.4414,,
Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,Stylodrilus,beattiei,,Cook,1975,,WV,Greenbrier,Friars Hole System,,38.0622,-80.3383,,
Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,Stylodrilus,beattiei,,Cook,1975,,WV,Pocahontas,Tub Cave,y,38.2147,-80.1566,,
Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,Trichodrilus,culveri,,Cook,1975,,WV,Pocahontas,Tub Cave,y,38.2147,-80.1566,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,5,VA,Alleghany,Wares Cave,,37.8742,-79.8944,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,5,VA,Bath,Clarks Cave,,38.0869,-79.6555,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Allisons Cave,,37.9589,-80.4081,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Arbuckle Cave,,37.8653,-80.4036,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Benedicts Cave,y,37.8547,-80.3903,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Coffman Cave,,37.9183,-80.4158,,
Arthropoda,Arachnida,Araneae,Linyphiicdae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Fuells Fruit Cave,,37.9728,-80.4061,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Grapevine Cave,,37.8311,-80.4478,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Higginbothams Cave,,37.9312,-80.4071,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Hillside Pit  ,,37.9510,-80.4029,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Ludington Cave,,37.8908,-80.3892,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,McClung Cave,,37.8811,-80.3903,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Nellies Cave,,37.9779,-80.4039,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Organ Cave,,37.7183,-80.4369,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Poorfarm Cave,,37.9633,-80.4636,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Rapps Cave,,37.9789,-80.3967,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,The Hole  ,,37.9381,-80.3522,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Upper Buckeye Creek Cave,,37.9736,-80.3999,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Whites Cave,,37.7062,-80.4458,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Greenbrier,Zimmermans Pit,,37.9913,-80.3892,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Mercer,Big Spring Cave,,37.2936,-81.1064,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Mercer,Caldwell Cave,,37.3208,-80.9317,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Monroe,Scott Hollow Cave,,37.6827,-80.5579,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Pocahontas,Piddling Pit,,38.3417,-80.0261,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,coylei,,Miller,2005,,WV,Pocahontas,Poor Farm Cave,,38.1231,-80.2214,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,monmouthia,,Tellkampf,1844,6,VA,Scott,Harris Pit Cave,,36.6828,-82.6061,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,monmouthia,,Tellkampf,1844,6,VA,Scott,McNew Cave,,36.7533,-82.6928,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Anthrobia,monmouthia,,Tellkampf,1844,6,VA,Smyth,Buchanan Saltpetre Cave,,36.9097,-81.5772,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,7,VA,Augusta,Grand Caverns Cave,,38.2603,-78.8361,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,,WV,Greenbrier,Allisons Cave,,37.9589,-80.4081,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,,WV,Greenbrier,McClung Cave,,37.8811,-80.3903,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,,WV,Greenbrier,McFerrin Cave,,37.9347,-80.4769,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,,WV,Greenbrier,Organ Cave,,37.7183,-80.4369,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,,WV,Monroe,Cross Road Cave,,37.5525,-80.6694,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,,WV,Monroe,Indian Draft Cave,,37.5825,-80.6886,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,,WV,Monroe,Neel  Cave,,37.9690,-80.6650,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,,WV,Pendleton,Kenny Simmons Cave,,38.5483,-79.4481,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,weyeri,,(Emerton),1875,,WV,Pocahontas,Blue Springs Cave,,38.1600,-80.1849,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Islandiana,muma,,Ivie,1965,8,VA,Rockbridge,Buck Hill Cave,y,37.6336,-79.5394,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Islandiana,speophila,,Ivie,1965,,WV,Pendleton,Trout Cave,y,38.6039,-79.3694,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Alleghany,Blowhole Cave,,37.6740,-80.1995,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Alleghany,Blue Spring Cave,,37.6886,-79.9958,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Alleghany,Fudge's Cave,,37.7789,-79.9931,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Alleghany,Island Ford Cave,,37.7810,-79.9269,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Alleghany,Lowmoor Cave,,37.7831,-79.8906,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Alleghany,Wares Cave,,37.8742,-79.8944,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Augusta,Fountain Cave,,38.2558,-78.8356,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Augusta,Madison Saltpetre Cave,,38.2631,-78.8367,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Bath,Boundless Cave,,38.1814,-79.6533,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Bath,Breathing Cave,,38.2078,-79.6383,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Bath,Butler-Sinking Creek Cave,,38.1881,-79.6500,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Bath,Cave Run Pit Cave,,38.1728,-79.7569,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Bath,Clarks Cave,,38.0869,-79.6555,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Bath,Dunns Cave,,38.0206,-79.8106,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Bath,Russells Reserve Cave,,38.0121,-79.6225,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Bath,Starr Chapel Saltpetre Cave,,38.1708,-79.7550,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Bland,Hamilton Cave,,37.1406,-80.8864,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Botetourt,Peerys Saltpetre Cave,,37.6150,-79.7428,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Botetourt,Thomas Cave,,37.4050,-80.0496,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Craig,Rufe Caldwell Cave,,37.4572,-80.1663,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Frederick,Ogdens Cave,,39.0450,-78.3178,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Giles,Clover Hollow Cave,,37.3572,-80.4606,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Giles,Giant Caverns,,37.3194,-80.8103,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Giles,Harris Cave,,37.2342,-80.7228,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Giles,New River Cave,,37.2672,-80.6000,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Giles,Salamander Cave,,37.1567,-80.8522,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Giles,Smokehole Cave,,37.3139,-80.5092,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Giles,Starnes Cave,,37.2822,-80.7828,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Giles,Straleys No. 1 Cave,,37.2599,-80.6492,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Giles,Tawneys Cave,,37.3125,-80.5117,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Highland,Van Devanter Cave,,38.4676,-79.5184,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Lee,Bowling Cave,,36.7236,-83.0753,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Lee,Gap Cave System,,36.6131,-83.6500,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Lee,Gap Cave System,,36.6131,-83.6500,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Lee,Gibson-Frazier Cave,,36.6428,-83.2439,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Lee,Lucy Beatty Cave,,36.6348,-83.3591,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Lee,Molly Wagle Cave,,36.6744,-83.1436,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Lee,Olinger Cave,,36.6447,-83.0625,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Lee,Spangler Cave,,36.6836,-83.1914,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Montgomery,Slussers Chapel Cave,,37.2878,-80.3736,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Page,Luray Caverns,,38.6644,-78.4847,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Pulaski,Sam Bells Cave,,37.1100,-80.6903,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Roanoke,Goodwins Cave,,37.2359,-80.1317,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Roanoke,Hodges No. 1 Cave,,37.3697,-80.1539,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Roanoke,Millers Cove Cave,,37.3697,-80.1772,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Rockingham,Deer Drop Cave,,38.4700,-78.8064,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Rockingham,Little Melrose No. 1 Cave,,38.5172,-78.7903,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Rockingham,Massanutten Caverns,,38.4131,-78.7897,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Rockingham,Melrose Caverns,,38.5172,-78.7903,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Rockingham,Stephens Cave,,38.4842,-78.8028,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Banners Corner Cave,,36.8714,-82.2986,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Concrete Tank Cave,,36.9543,-82.0442,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Daugherty Cave,,36.9340,-82.0610,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Densmore Hill Cave,,36.9509,-82.2274,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Dorton Spring  Cave,,36.7800,-82.3267,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Echo Lake Cave,,36.7779,-82.2742,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Jessie Cave,,37.0361,-81.9842,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Litton Cave,,36.8644,-82.2105,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Mountain View Cave,,36.9050,-82.1494,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Porgie Bundys Cave,,36.9786,-81.8389,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Stewart Monks Cave,,36.9335,-82.0782,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Russell,Tumbez Cave,,36.7697,-82.2645,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Carlinbrook Cave,,36.7105,-82.3633,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Cave Hollow Cave,,36.6592,-82.9433,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Grigsby Cave,,36.7528,-82.3728,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Herron No. 1 Cave,,36.6619,-82.6183,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Hill Cave,,36.7678,-82.7233,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Jessee Branch Cave,,36.7596,-82.3855,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Kerns No. 1 Cave,,36.7889,-82.6592,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Sounding Cave,,36.8425,-82.4375,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Valley Creek Pirate Cave,,36.7244,-82.4933,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Scott,Winding Stair Cave,,36.7706,-82.5747,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Smyth,Beaver Creek Cave,,36.8939,-81.6822,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Tazewell,Cassell Farm No. 2 Cave,,37.0942,-81.3803,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Tazewell,Chimney Rock Cave,,37.0632,-81.7389,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Tazewell,Higginbotham No. 1 Cave,,37.0475,-81.5928,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Tazewell,Lawson Cave,,37.1181,-81.3106,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Tazewell,Steeles Cave,,37.1178,-81.4950,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Warren,Skyline Caverns,,38.8997,-78.2167,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Washington,Hall Bottom No. 1 Cave,,36.6346,-82.0769,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Washington,Perkins Cave,,36.8550,-81.9231,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Washington,Red Wolf Cave,,36.6371,-81.9920,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Wise,Kelly Cave,,36.9008,-82.7100,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Wise,Wildcat Saltpetre Cave,,36.8508,-82.7498,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,9,VA,Wythe,Picketts Cave,,37.0278,-81.0631,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Barbour,Pleasure Valley Cave,,39.0984,-79.8533,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Berkeley,Indian River Cave,,39.5147,-77.8542,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Grant,Deahart Cave,,38.9218,-79.0625,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Grant,Smokehole Caverns,,38.9861,-79.2667,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Allisons Cave,,37.9589,-80.4081,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Benedicts Cave,,37.8547,-80.3903,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Buckeye Creek Cave,,37.9761,-80.3997,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Buckeye Overflow Cave,,37.9763,-80.4005,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Field Station Pit ,,37.9802,-80.3911,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Fox Cave,,38.0364,-80.3142,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Fuells Fruit Cave,,37.9728,-80.4061,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,General Davis Cave,,37.7567,-80.5533,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Grapevine Cave,,37.8311,-80.4478,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Higginbothams Cave,,37.9319,-80.4083,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Lost Cave,,37.7306,-80.5956,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,McFerrin Breakdown Cave,,37.9670,-80.3795,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,McFerrin Cave,,37.9347,-80.4769,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Nellies Cave,,37.9779,-80.4039,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Pilgrim Rest Church Cave No. 1,,37.9502,-80.4071,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Pilgrim Rest Church Cave No. 2,,37.9502,-80.4071,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Rapps Cave,,37.9789,-80.3967,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Teetering Rock Pit,,37.9870,-80.3823,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Turner Pit No. 2,,37.9809,-80.4040,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Greenbrier,Wades Cave,,37.8328,-80.4094,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Hardy,Dyers Cave,,39.0833,-78.6906,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Jefferson,Molers Cave,,39.3767,-77.7556,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Arch Cave,,37.4789,-80.9578,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Beaver Pond Cave,,37.2414,-81.2344,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Big Spring Cave,,37.2936,-81.1064,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Brickyard Ridge Cave,,37.4070,-81.0969,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Caldwell Cave,,37.3208,-80.9317,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Chriss Last Look Cave,,37.3141,-80.9316,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Honacker Cave,,37.3144,-80.9250,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Honacker Cave No. 2,,37.3171,-80.9216,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Jones Cave,,37.4472,-80.9622,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Neely Farm Cave,,37.4114,-81.0128,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Nemours Cave,,37.3120,-81.3000,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Mercer,Thompson School Cave,,37.2772,-81.1469,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Monongalia,Beaver Hole Lower Cave,,37.2772,-81.1469,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Monongalia,Maiden Run Cave No. 1,,39.5973,-79.8609,,
Arthropoda,Arachnida,Araneae,Linyphiidae,Phanetta,subterranea,,(Emerton),1875,,WV,Monongalia,Maiden Run Cave No. 2,,39.5965,-79.8623,,
